,id,Name,lat,long,source_fil,clinic_200m,convenience_store_200m,school_200m,university_200m,gov_service_200m,Hospital_200m,mall_200m,night_club_200m,public_park_200m,restaurant_200m,supermarket_200m,Airport_200m,E_railway_200m,railway_200m,clinic_500m,convenience_store_500m,school_500m,university_500m,gov_service_500m,Hospital_500m,mall_500m,night_club_500m,public_park_500m,restaurant_500m,supermarket_500m,Airport_500m,E_railway_500m,railway_500m,clinic_1000m,convenience_store_1000m,school_1000m,university_1000m,gov_service_1000m,Hospital_1000m,mall_1000m,night_club_1000m,public_park_1000m,restaurant_1000m,supermarket_1000m,Airport_1000m,E_railway_1000m,railway_1000m
807,357,Felic Ladprao - Wanghin 79,13.8235215,100.5880361,id_357.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,4,0,0,0,0,2,0,6,4,0,0,0
808,358,Ficus Lane,13.713931,100.5894229,id_358.shp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,2,0,12,2,0,0,0,0,14,7,1,1,1,2,3,0,34,1,0,0,0
809,359,Fifty Fifth Tower,13.7258487,100.5802906,id_359.shp,2,1,1,0,0,0,0,1,0,11,2,0,0,0,1,6,0,0,0,0,1,5,0,22,2,0,0,0,3,5,8,0,0,0,8,38,0,123,8,0,0,0
810,36,Amanta Ratchada,13.7660786,100.5681513,id_36.shp,0,0,0,0,0,0,1,1,0,5,0,0,0,0,1,4,0,0,0,0,0,0,0,3,1,0,0,0,0,7,5,0,0,0,3,1,0,11,2,0,0,0
811,360,Flawless Sathorn Residence,13.7177573,100.524477,id_360.shp,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,6,0,0,0,0,7,16,13,0,0,2,0,13,0,75,1,0,0,0
812,361,Flora Condo Ville,13.8691405,100.5564326,id_361.shp,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
813,362,Focus Condominium,13.8198176,100.5957805,id_362.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,2,0,0,0,1,3,1,0,0,0,0,0,0,3,0,0,0,0
814,363,Focus on Saladaeng,13.7267494,100.5371754,id_363.shp,1,0,0,0,0,0,0,1,0,16,0,0,0,0,7,13,1,0,0,1,0,10,0,60,4,0,0,0,6,16,2,1,0,2,0,25,2,89,3,0,0,0
815,364,Focus Ploenchit,13.7396923,100.5517141,id_364.shp,1,0,0,0,0,0,0,4,0,11,1,0,0,0,1,11,1,0,0,0,0,44,0,46,1,0,0,0,3,27,1,0,0,1,6,30,0,133,4,0,0,0
816,365,Formosa Ladprao 7,13.8103711,100.5674706,id_365.shp,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,1,0,0,2,1,0,9,4,0,0,0
817,366,Fortune Condo Town,13.700724,100.5361317,id_366.shp,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,27,2,0,0,0,3,7,7,0,1,1,0,0,0,12,0,0,0,0
818,367,Four Seasons Private Residences,13.7120933,100.5109961,id_367.shp,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6,0,0,0,0,0,15,13,0,0,0,1,3,0,22,4,0,0,0
819,368,Four Street Mansion,13.8200353,100.5688222,id_368.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,1,0,17,3,0,0,0
820,369,Four Wings Residence,13.7542622,100.6473491,id_369.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
821,37,Amaranta Residence,13.7794113,100.5759438,id_37.shp,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,5,2,0,1,0,0,2,0,3,0,0,0,0,0,15,5,0,0,0,0,4,0,15,2,0,0,0
822,370,Fragrant 71,13.7197761,100.5978403,id_370.shp,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,5,0,0,0,0,2,9,5,0,0,0,0,4,0,23,2,0,0,0
823,371,Free Island Ladprao 93,13.7806502,100.6226582,id_371.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,2,0,0,0,0
824,372,Fresh Condominium,13.8126836,100.5252523,id_372.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,6,0,0,1,1,0,0,3,0,0,0,0
825,373,Fuse Chan - Sathorn,13.7061192,100.5305541,id_373.shp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,1,9,12,0,1,1,2,0,0,15,3,0,0,0
826,374,Fuse Miti sutthisan - ratchada,13.7892472,100.5640014,id_374.shp,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,10,1,0,0,0
827,375,Fuse Mobius Ramkhamhaeng Station,13.7456482,100.6019394,id_375.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,0
828,376,Fuse Sathorn - Taksin,13.7204667,100.4969842,id_376.shp,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,15,6,0,0,0,1,0,0,8,1,0,0,0
829,377,Fuse Sense' Bangkae,13.7106888,100.3963748,id_377.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,1,0,0,0,3,0,0,0,0,1,1,3,0,0,0,0,0,0,4,0,0,0,0
830,378,FYNN Aree,13.7778609,100.5402359,id_378.shp,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,3,5,2,1,0,4,0,3,0,42,2,0,0,0
831,379,FYNN Asoke,13.7355892,100.5569706,id_379.shp,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,7,0,0,0,0,3,13,0,44,1,0,0,0,3,44,1,0,0,1,0,99,1,133,3,0,0,0
832,38,Anantara Baan Rajprasong,13.7388116,100.541253,id_38.shp,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,3,0,0,0,0,0,7,0,28,2,0,0,0,3,10,3,0,0,2,7,10,1,73,3,0,0,0
833,380,FYNN Sukhumvit 31,13.7415723,100.5669196,id_380.shp,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,7,3,1,0,1,0,5,0,26,0,0,0,0,3,40,3,0,0,1,3,55,0,103,2,0,0,0
834,381,G Style Condominium,13.7766346,100.581666,id_381.shp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,1,0,0,0,0,2,0,0,0,0,2,13,4,0,0,0,0,4,0,12,0,0,0,0
835,382,Garden Asoke - Rama 9,13.7504675,100.5747844,id_382.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,2,3,0,4,0,0,0,0,1,7,3,0,0,4,0,0,0,5,2,0,0,0
836,383,Garden Court,13.6745656,100.5125239,id_383.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
837,384,Grand Condominium Wutthakat 57,13.7006216,100.4680173,id_384.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0
838,385,Grand Diamond Pratunam,13.74993738,100.5384084,id_385.shp,0,4,0,0,0,0,1,0,0,5,0,0,0,0,1,11,1,0,0,0,3,2,0,32,1,0,0,0,3,21,5,0,0,2,11,19,0,76,2,0,0,0
839,386,Grand Langsuan,13.7395551,100.5427197,id_386.shp,0,2,0,0,0,0,0,0,0,6,1,0,0,0,3,4,1,0,0,0,2,11,0,35,2,0,0,0,4,7,2,0,0,1,5,7,1,64,4,0,0,0
840,387,Grand Palace,13.7667154,100.6237819,id_387.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,1,0,0,0
841,388,Grand Park Town,13.7724631,100.5961686,id_388.shp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
842,389,Grand Park View Asoke,13.7435033,100.5620558,id_389.shp,0,5,0,0,0,0,0,1,0,12,0,0,0,0,2,13,1,1,0,2,0,0,0,18,0,0,0,0,2,45,4,0,0,1,3,95,0,138,2,0,0,0
843,39,Anil Sathorn 12,13.7210586,100.5257929,id_39.shp,0,2,0,0,0,0,0,0,0,3,0,0,0,0,2,4,7,1,0,1,0,5,0,39,0,0,0,0,6,23,6,1,0,3,0,17,0,79,3,0,0,0
844,390,Grand Ville House 1,13.7275149,100.5682857,id_390.shp,0,1,0,0,0,0,0,1,0,5,0,0,0,0,2,11,3,0,0,0,2,3,1,24,2,0,0,0,4,17,2,0,0,0,2,32,0,113,5,0,0,0
845,391,Grand Ville House 2,13.7402122,100.5590881,id_391.shp,0,5,0,0,0,0,0,7,0,12,0,0,0,0,3,19,0,0,0,1,3,39,0,71,1,0,0,0,2,45,4,1,0,2,0,64,0,125,3,0,0,0
846,392,Green Peace Mansion,13.7926084,100.5396457,id_392.shp,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2,0,13,0,0,0,0
847,393,Green Point Silom,13.7282565,100.5291755,id_393.shp,0,2,0,0,0,0,0,7,0,20,0,0,0,0,5,14,3,0,0,1,0,22,1,67,3,0,0,0,15,31,5,2,1,2,0,11,0,150,8,0,0,0
848,394,Green Ville Condo @ Sukhumvit 101,13.6908863,100.6144917,id_394.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,7,0,0,0,0
849,395,GROOVE VIBES LADPRAO 18,13.8027507,100.5699937,id_395.shp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,3,0,0,0,0,1,12,1,0,0,0,0,0,1,9,1,0,0,0
850,396,H Sukhumvit 43,13.732918,100.5740218,id_396.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,1,5,0,20,3,0,0,0,7,19,2,0,0,0,7,50,1,139,8,0,0,0
851,397,H2 Condominium,13.86454775,100.6170813,id_397.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1,0,0,0
852,398,Hallmark Ladprao-Chokchai 4,13.7957022,100.6000114,id_398.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,1,0,2,0,2,0,0,0,0
853,399,Hampton Place,13.7643385,100.6275845,id_399.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,0,1,0,1,0,2,1,0,0,0
854,4,15 Sukhumvit Residences,13.7419708,100.5583206,id_4.shp,0,3,0,0,0,0,0,2,0,5,0,0,0,0,2,23,1,0,0,1,3,32,0,83,2,0,0,0,3,40,3,1,0,2,0,70,0,99,1,0,0,0
855,40,Apool Condo,13.6643381,100.6316794,id_40.shp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,0,0,3,1,0,0,0
856,400,Hampton Thonglor 10,13.7322319,100.5836252,id_400.shp,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,6,0,0,0,0,5,23,0,56,3,0,0,0,4,7,4,0,0,2,4,7,0,57,5,0,0,0
857,401,Hansar Rajdamri,13.73988488,100.5406032,id_401.shp,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,4,1,0,0,1,2,7,0,33,3,0,0,0,5,11,2,0,0,1,8,11,1,77,3,0,0,0
858,402,Happy Condo Ladprao 101,13.7880878,100.6274462,id_402.shp,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
859,403,Happy Condo Laksi - Donmuang,13.92636931,100.5837859,id_403.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
860,404,Happy Condo Ratchada 18,13.7837733,100.5860829,id_404.shp,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,2,0,10,0,0,0,0
861,405,Harmony Living Sukhumvit 15,13.7461666,100.5589135,id_405.shp,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,14,1,0,0,1,0,12,0,30,0,0,0,0,3,39,2,1,0,3,3,64,0,105,3,0,0,0
862,406,Hasu Haus,13.7142404,100.6022808,id_406.shp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,8,0,0,0,0,2,17,3,0,0,0,0,6,0,28,2,0,0,0
863,407,Haus 23 Ratchada - Ladprao,13.8051257,100.5759341,id_407.shp,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1,7,3,0,0,0,0,0,0,7,1,0,0,0
864,408,Haven Luxe,13.7880754,100.5535852,id_408.shp,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,11,2,0,0,5,0,1,0,18,1,0,0,0
865,409,Heritage Condominium,13.7386868,100.5558062,id_409.shp,0,3,0,0,0,0,0,5,0,12,0,0,0,0,1,15,0,0,0,0,2,52,0,53,2,0,0,0,4,42,2,0,0,2,1,48,1,126,2,0,0,0
866,41,Arden Phatthanakan,13.7312591,100.6064688,id_41.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,4,0,0,0,0
867,410,HI Ladprao 130,13.7666574,100.6327333,id_410.shp,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,2,0,0,0,1,0,0,0,0
868,411,Hive Sathorn,13.7216207,100.5027983,id_411.shp,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,0,0,2,1,0,0,0,0,15,4,0,0,0,2,0,0,24,3,0,0,0
869,412,Hive Sukhumvit 65,13.7204786,100.5881175,id_412.shp,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0,0,0,2,2,0,23,1,0,0,0,2,11,5,0,0,1,2,10,0,60,3,0,0,0
870,413,Hive Taksin,13.7218707,100.4965179,id_413.shp,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,21,4,0,0,0,1,0,0,9,1,0,0,0
871,414,Hope and Guy Condo Town,13.8167803,100.567734,id_414.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,10,3,1,0,0,2,2,0,9,1,0,0,0
872,415,HQ by Sansiri,13.7297644,100.5814008,id_415.shp,0,2,0,0,0,0,1,3,0,13,2,0,0,0,1,0,1,0,0,0,2,19,0,36,2,0,0,0,7,14,2,0,0,1,6,22,0,110,7,0,0,0
873,416,Hua Mark Condominium,13.7612941,100.6227877,id_416.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,3,0,7,2,0,0,0
874,417,HUE Sukhumvit,13.6890689,100.6086332,id_417.shp,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,4,0,0,1,0,0,0,4,0,0,0,0
875,418,Humble Living @ Suppalerk,13.7913166,100.5814952,id_418.shp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0,0,0,0,4,0,0,0,0,0,11,2,0,0,0,0,2,0,7,0,0,0,0
876,419,Hyde Heritage Thonglor,13.7223588,100.5818933,id_419.shp,0,1,0,0,0,0,0,2,0,7,0,0,0,0,1,6,4,0,0,0,1,5,0,33,3,0,0,0,3,11,6,0,0,1,4,7,0,65,4,0,0,0
877,42,Aree Place Phahonyothin,13.7806789,100.5433195,id_42.shp,0,2,0,0,1,0,0,0,0,15,0,0,0,0,3,1,2,0,0,1,0,2,0,23,2,0,0,0,0,5,2,0,0,1,0,1,0,19,0,0,0,0
878,420,Hyde Sukhumvit 11,13.7436341,100.5564595,id_420.shp,0,3,0,0,0,0,0,10,0,20,0,0,0,0,0,19,1,0,0,1,0,48,0,47,1,0,0,0,6,35,3,0,0,2,3,41,0,91,2,0,0,0
879,421,Hyde Sukhumvit 13,13.7404403,100.5572732,id_421.shp,0,7,0,0,0,0,0,14,0,22,0,0,0,0,1,15,0,0,0,0,3,49,0,61,2,0,0,0,5,41,4,0,0,3,0,46,0,110,2,0,0,0
880,422,I - House Laguna Garden,13.75002865,100.5786896,id_422.shp,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,1,0,2,0,1,1,0,0,0,1,5,3,0,0,5,2,1,0,2,0,0,0,0
881,423,I - Zen Ekamai - Ramindra,13.812944,100.6103948,id_423.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
882,424,I CONDO Kaset,13.8410359,100.5892495,id_424.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,4,0,0,0,0
883,425,I CONDO Petchkasem 39,13.7096052,100.4296315,id_425.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0,1,1,0,0,0,3,0,0,0,0
884,426,I CONDO Sukhapiban 2,13.782413,100.671742,id_426.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,6,7,0,0,1,0,0,0,5,3,0,0,0
885,427,I CONDO Sukhumvit 103,13.6756714,100.6379626,id_427.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,6,1,0,0,0
886,428,I CONDO Sukhumvit 105,13.6595056,100.6310112,id_428.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,5,0,0,0,0
887,429,i-biza residence,13.752027,100.5794917,id_429.shp,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,5,0,0,0,0,1,5,2,0,0,4,2,2,0,2,1,0,0,0
888,43,Aree Place Sukhumvit 26,13.7244768,100.5709547,id_43.shp,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,5,2,0,0,0,0,5,0,26,1,0,0,0,7,19,3,0,0,0,3,11,1,74,5,0,0,0
889,430,Icon II,13.7379191,100.5838174,id_430.shp,1,2,0,0,0,1,0,0,0,3,0,0,0,0,0,3,1,0,0,0,2,5,0,17,1,0,0,0,1,7,2,0,1,2,3,29,0,57,1,0,0,0
890,431,Icon III,13.7369988,100.5846197,id_431.shp,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,1,0,0,1,3,7,0,22,1,0,0,0,1,5,3,0,1,2,2,27,0,56,2,0,0,0
891,432,iCondo Green Space Sukhumvit 77,13.7219316,100.726456,id_432.shp,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
892,433,iCondo Serithai Green Space,13.7763981,100.6613918,id_433.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,2,2,0,0,0
893,434,Ideal 24,13.7236166,100.567095,id_434.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,5,0,29,1,0,0,0,6,19,5,0,0,0,3,12,1,64,4,0,0,0
894,435,Ideo Blucove Sathorn,13.7220498,100.4958744,id_435.shp,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,20,4,0,0,0,1,0,0,9,1,0,0,0
895,436,Ideo Blucove Sukhumvit,13.6785478,100.6085477,id_436.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,5,1,0,0,0,0,0,7,1,0,0,0
896,437,Ideo Charan 70-Riverview,13.7892822,100.5033079,id_437.shp,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,2,5,0,1,0,0,1,0,3,0,0,0,0
897,438,Ideo Chula Samyan,13.7316139,100.5255433,id_438.shp,2,3,0,0,0,0,0,0,0,4,0,0,0,0,4,11,3,0,1,0,0,1,1,82,3,0,0,0,6,22,7,3,0,2,0,33,0,120,4,0,0,0
898,439,Ideo Ladprao 17,13.8068797,100.5727637,id_439.shp,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,1,0,7,0,0,0,0
899,44,Areesamphan Park,13.7733826,100.5381515,id_44.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,4,4,2,0,1,4,0,0,0,32,0,0,0,0
900,440,Ideo Ladprao 5,13.810814,100.5657315,id_440.shp,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,1,0,0,0,0,0,4,0,0,0,0,0,8,2,0,0,0,2,1,0,7,3,0,0,0
901,441,Ideo Mix Phaholyothin,13.7950293,100.5504801,id_441.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,1,0,7,0,0,0,0,0,8,1,0,0,1,0,2,0,20,3,0,0,0
902,442,Ideo Mix Sukhumvit 103,13.6789052,100.6112738,id_442.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,6,3,0,0,0,0,0,0,7,0,0,0,0
903,443,Ideo Mobi Asoke,13.7479768,100.5659566,id_443.shp,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,1,0,2,0,0,0,3,0,0,0,0,1,22,4,0,0,2,2,6,0,41,1,0,0,0
904,444,Ideo Mobi Bangsue Grand Interchange,13.8064426,100.5329214,id_444.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,1,0,0,2,0,0,0,0
905,445,Ideo Mobi Charan Interchange,13.7623251,100.471948,id_445.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,11,4,0,0,1,0,0,0,3,0,0,0,0
906,446,Ideo Mobi Rama 9,13.7558338,100.5658335,id_446.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,5,1,0,0,0,2,11,2,0,0,2,2,2,0,10,0,0,0,0
907,447,Ideo Mobi Rangnam,13.7595365,100.5416344,id_447.shp,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,3,0,0,1,0,0,1,3,0,0,0,0,4,19,2,0,1,4,1,1,0,40,1,0,0,0
908,448,Ideo Mobi Sathorn,13.7202929,100.5026936,id_448.shp,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,2,1,0,0,0,0,18,5,0,0,0,2,0,0,21,3,0,0,0
909,449,Ideo Mobi Sukhumvit,13.7046537,100.6020189,id_449.shp,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,1,0,0,3,0,4,1,0,0,0,0,15,5,0,0,0,0,0,0,13,1,0,0,0
910,45,Art @ Thonglor 25,13.7400765,100.580918,id_45.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,4,0,0,0,0,1,10,2,0,1,4,4,28,0,63,4,0,0,0
911,450,IDEO Mobi Sukhumvit 66,13.6816016,100.6099522,id_450.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,4,5,0,0,0,0,0,0,2,0,0,0,0
912,451,Ideo Mobi Sukhumvit East Point,13.6649125,100.6036429,id_451.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0
913,452,Ideo Mobi Sukhumvit Eastgate,13.6654941,100.6041974,id_452.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0
914,453,Ideo Mobi Wongsawang - Interchange,13.8188762,100.5317985,id_453.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,2,0,0,0,0
915,454,Ideo Morph 38,13.72082028,100.5784127,id_454.shp,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,2,0,0,0,0,4,0,10,0,0,0,0,5,8,9,0,0,2,5,6,0,90,7,0,0,0
916,455,IDEO New Rama 9,13.7488085,100.6062993,id_455.shp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,1,0,0,0,3,0,0,0,0
917,456,IDEO O2,13.6723197,100.6034762,id_456.shp,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
918,457,Ideo Phaholyothin Chatujak,13.7959119,100.5502144,id_457.shp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,2,0,10,1,0,0,0,0,9,0,0,0,1,0,1,0,17,2,0,0,0
919,458,Ideo Q Chula - Samyan,13.7332688,100.5263905,id_458.shp,3,1,0,0,0,0,0,0,0,12,1,0,0,0,2,8,3,0,1,0,0,0,1,68,3,0,0,0,5,27,6,3,0,1,0,30,0,91,2,0,0,0
920,459,Ideo Q Phayathai,13.7556979,100.532769,id_459.shp,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,9,2,0,1,0,0,7,0,7,0,0,0,0,0,23,7,0,0,4,3,4,0,44,1,0,0,0
